state,title,url,source,political_leaning
Wisconsin,Elon Musk is paying voters again ahead of the Wisconsin Supreme Court election,https://www.theverge.com/news/633834/elon-musk-paying-voters-petition-wisconsin-supreme-court-race,The Verge,-0.7
Pennsylvania,Elon Musk is paying voters again ahead of the Wisconsin Supreme Court election,https://www.theverge.com/news/633834/elon-musk-paying-voters-petition-wisconsin-supreme-court-race,The Verge,-0.7
Texas,Elon Musk made more promises about Optimus and Cybercabs at Tesla’s surprise all-hands meeting,https://www.theverge.com/news/633907/elon-musk-tesla-employee-meeting-stock-value-drop-cybercab-optimus,The Verge,0.0
Georgia,MAGA’s Tesla Embrace Means EV Politics Will Never Be the Same Again,https://gizmodo.com/magas-tesla-embrace-means-ev-politics-will-never-be-the-same-again-2000576747,Gizmodo.com,0.5
Massachusetts,MAGA’s Tesla Embrace Means EV Politics Will Never Be the Same Again,https://gizmodo.com/magas-tesla-embrace-means-ev-politics-will-never-be-the-same-again-2000576747,Gizmodo.com,0.5
New York,"Musk demoted, markets sink & voters recoil from Trump slump: Ezra Klein x Ari Melber",https://www.yahoo.com/news/musk-demoted-markets-sink-voters-201433044.html,Yahoo Entertainment,-0.5
Mississippi,"Musk demoted, markets sink & voters recoil from Trump slump: Ezra Klein x Ari Melber",https://www.yahoo.com/news/musk-demoted-markets-sink-voters-201433044.html,Yahoo Entertainment,-0.5
New York,Zero-sum politics is destroying America. We can build a way out.,https://www.vox.com/future-perfect/405403/abundance-ezra-klein-building-costs-housing-energy-democrats-polarization,Vox,-0.5
Texas,Elon Musk's surprise Tesla all-hands left some workers feeling comforted and some feeling cynical,https://www.businessinsider.com/elon-musk-surprise-tesla-all-hands-employee-reaction-2025-3,Business Insider,0.0
Georgia,MAGA turns against free speech...,https://www.newstatesman.com/international-politics/2025/03/the-purge-of-american-liberty,New Statesman,-0.5
Massachusetts,MAGA turns against free speech...,https://www.newstatesman.com/international-politics/2025/03/the-purge-of-american-liberty,New Statesman,-0.5
New York,Sesame Street,https://www.npr.org/2025/03/20/1239646567/throughline-sesame-street,NPR,-0.5
New York,New York Times fills poll tracking gap left by FiveThirtyEight shutdown,https://flowingdata.com/2025/03/18/new-york-times-fills-poll-tracking-gap-left-by-fivethirtyeight-shutdown/,Flowingdata.com,0.0
Delaware,"Do Boycotts Work? As Target’s Traffic Declines, Tesla & Others See Shifts With Consumers",https://www.forbes.com/sites/dougmelville/2025/03/17/do-boycotts-work-as-targets-traffic-declines-tesla--others-see-shifts-with-consumers/,Forbes,0.0
Texas,"Tesla 'armageddon,' a 'legion' of Optimus robots, and no mention of DOGE: 5 takeaways from Elon Musk's livestream",https://www.businessinsider.com/5-big-takeaways-elon-musk-tesla-all-hands-meeting-2025-3,Business Insider,0.1
Alaska,"I moved to Canada from the US. It's more expensive, but I've never been happier.",https://www.businessinsider.com/moving-to-canada-from-us-cost-of-living-higher-happier-2025-3,Business Insider,-0.2
Washington,Why St Patrick's week is a long time in politics,https://www.bbc.com/news/articles/cd65zjvq9y4o,BBC News,0.0
Georgia,Britain’s Populists Have a Trump Problem,https://www.theatlantic.com/international/archive/2025/03/trump-populism-britain/682055/,The Atlantic,-0.5
Massachusetts,Britain’s Populists Have a Trump Problem,https://www.theatlantic.com/international/archive/2025/03/trump-populism-britain/682055/,The Atlantic,-0.5
Wisconsin,This Wisconsin man voted for Trump. Now his wife sits in an ICE detention center.,https://www.jsonline.com/story/news/local/2025/03/16/he-voted-for-trump-then-ice-detained-his-wife/82469657007/,Milwaukee Journal Sentinel,-0.5
Colorado,"ATMs in the Amazon: Edge is crossing its tipping point, says SUSE CTO",https://www.theregister.com/2025/03/18/suse_cto_interview/,Theregister.com,0.0
Connecticut,"ATMs in the Amazon: Edge is crossing its tipping point, says SUSE CTO",https://www.theregister.com/2025/03/18/suse_cto_interview/,Theregister.com,0.0
Massachusetts,Rep. Jake Auchincloss: Democrats Are ‘Bereft of Big Ideas’,https://time.com/7269254/rep-jake-auchincloss-interview-democrats/,Time,0.3
Florida,Michelle Obama Told Kylie Kelce Why She Never Did—And Never Will—Run for President,https://www.vanityfair.com/style/story/michelle-obama-kylie-kelce-podcast-white-house-parenting,Vanity Fair,-0.5
Georgia,JD Vance tries to mend the MAGA-Tech divide,https://www.theverge.com/policy/632006/jd-vance-maga-tech-divide-andreesen-horowitz,The Verge,0.5
Massachusetts,JD Vance tries to mend the MAGA-Tech divide,https://www.theverge.com/policy/632006/jd-vance-maga-tech-divide-andreesen-horowitz,The Verge,0.5
Mississippi,From TV to CMS: How Dr. Oz could shape Medicare and Medicaid,https://www.npr.org/sections/shots-health-news/2025/03/20/nx-s1-5333850/dr-oz-medicaid-medicare-cms,NPR,0.5
New York,Trump Threatens to Defund the NYC Subway,https://gizmodo.com/trump-threatens-to-defund-the-nyc-subway-2000578134,Gizmodo.com,0.5
Wisconsin,Donald Trump Held Another Million-Dollar 'Candlelight' Dinner—With Elon Musk in Tow,https://www.wired.com/story/trump-million-dollar-candlelight-dinner-elon-musk/,Wired,0.5
Connecticut,"Adopting zero-emission trucks and buses could save lives, prevent asthma",https://www.sciencedaily.com/releases/2025/03/250318140744.htm,Science Daily,-0.5
New York,Court filing: DOGE aide broke Treasury policy by emailing unencrypted database,https://www.theregister.com/2025/03/17/doge_treasury/,Theregister.com,0.5
Virginia,Transgender veterans' health services in question as VA rescinds guidance on care,https://www.npr.org/2025/03/14/nx-s1-5328733/va-transgender-veterans-memo,NPR,-0.5
Georgia,"Severe storms to move across GA, significant risk for tornadoes",https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_835cfe64-7aa0-4232-93ae-4bf0fb00f020,Yahoo Entertainment,0.0
Florida,"Not just condos: Florida’s housing market is softening, especially along the southwest coast",https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_87109e1b-d569-476f-b3f4-979d18a0cdeb,Yahoo Entertainment,0.0
Kansas,At least 8 dead after 71-vehicle pileup during dust storm in Kansas,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_c75896f4-20bf-45ff-9270-ec19b225c82a,Yahoo Entertainment,0.0
Florida,What is a Red Flag warning in Florida? Where the fire danger is today in Florida,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_9487ec90-313e-41a2-a552-f3e4e16ef71d,Yahoo Entertainment,0.0
Oklahoma,'I'm not a monster': Wendell Grissom to be executed in Oklahoma for home invasion murder,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_185e5dfb-9457-4b3f-8da8-17bd1cfb26ec,Yahoo Entertainment,0.0
Connecticut,Mayor Brandon Johnson says Chicago Public Schools and CTU near contract deal after meeting: ‘I believe they should get it done tonight.’,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_5e71e5eb-6465-404a-8d48-188783b7eb5d,Yahoo Entertainment,0.0
Florida,Technician says Florida thrill ride operator ignored his safety concerns before teen's fatal fall,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_67b3c8f6-23a1-4ee7-ac36-f5263ea2d356,Yahoo Entertainment,0.0
Wisconsin,'It's a Heist': Real Federal Auditors Are Horrified by DOGE,https://www.wired.com/story/federal-auditors-doge-elon-musk/,Wired,0.0
South Dakota,DOGE’s Cuts at the USDA Could Cause US Grocery Prices to Rise and Invasive Species to Spread,https://www.wired.com/story/usda-food-supply-chains/,Wired,-0.5
Delaware,Block on Trump's executive orders restricting DEI programs is lifted,https://www.npr.org/2025/03/14/nx-s1-5328791/trump-diversity-executive-order-block,NPR,0.5
Delaware,Space science is under threat from the anti-DEI purge,https://www.theverge.com/space/629948/space-science-dei-diversity-nasa-trump,The Verge,-0.5
Delaware,The Anti-DEI Agenda Is Reprogramming America,https://www.wired.com/story/anti-dei-agenda-reprogramming-america/,Wired,1.0
Wisconsin,"'We Don’t Want an AI Demo, We Want Answers’: Federal Workers Grill Trump Appointee During All-Hands",https://www.wired.com/story/gsa-staff-all-hands-meeting-ai/,Wired,-0.4
Massachusetts,Trump wants states to handle disasters. States aren't prepared,https://www.npr.org/2025/03/21/nx-s1-5327595/trump-order-fema-states-disaster-response,NPR,-0.5
Colorado,Amazon Forest Felled To Build Road For Climate Summit,https://news.slashdot.org/story/25/03/16/0136229/amazon-forest-felled-to-build-road-for-climate-summit,Slashdot.org,0.0
Colorado,"What to know about CECOT, El Salvador's mega-prison for gang members",https://www.npr.org/2025/03/17/g-s1-54206/el-salvador-mega-prison-cecot,NPR,1.0
Hawaii,"HIV Is on the Brink of Defeat, but Trump’s Pending Funding Cuts Could Bring It Back",https://gizmodo.com/hiv-is-on-the-brink-of-defeat-but-trumps-pending-funding-cuts-could-bring-it-back-2000578042,Gizmodo.com,-0.7
Illinois,Lawmakers are trying to repeal Section 230 again,https://www.theverge.com/news/634189/section-230-repeal-graham-durbin,The Verge,0.0
South Carolina,Lawmakers are trying to repeal Section 230 again,https://www.theverge.com/news/634189/section-230-repeal-graham-durbin,The Verge,0.0
California,Trump says Biden pardons are ‘void’ because they were signed by autopen,https://www.theverge.com/news/631214/biden-autopen-void-trump-claim-truth-social,The Verge,0.5
Connecticut,Trump says Biden pardons are ‘void’ because they were signed by autopen,https://www.theverge.com/news/631214/biden-autopen-void-trump-claim-truth-social,The Verge,0.5
Idaho,Trump says Biden pardons are ‘void’ because they were signed by autopen,https://www.theverge.com/news/631214/biden-autopen-void-trump-claim-truth-social,The Verge,0.5
North Dakota,Trump says Biden pardons are ‘void’ because they were signed by autopen,https://www.theverge.com/news/631214/biden-autopen-void-trump-claim-truth-social,The Verge,0.5
Oregon,Trump says Biden pardons are ‘void’ because they were signed by autopen,https://www.theverge.com/news/631214/biden-autopen-void-trump-claim-truth-social,The Verge,0.5
Virginia,Trump says Biden pardons are ‘void’ because they were signed by autopen,https://www.theverge.com/news/631214/biden-autopen-void-trump-claim-truth-social,The Verge,0.5
Wisconsin,Musk group offers $100 to Wisconsin voters ahead of pivotal state Supreme Court election,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_8713b252-096c-4e93-9e04-6d3658808f42,Yahoo Entertainment,0.0
Wisconsin,DNC to make first major post-election investment into Wisconsin Supreme Court race,https://abcnews.go.com/Politics/dnc-make-major-post-election-investment-wisconsin-supreme/story?id=119857277,ABC News,-0.5
North Carolina,DNC to make first major post-election investment into Wisconsin Supreme Court race,https://abcnews.go.com/Politics/dnc-make-major-post-election-investment-wisconsin-supreme/story?id=119857277,ABC News,-0.5
Texas,SpaceX Could Soon Control Public Beach Closures in South Texas,https://gizmodo.com/spacex-could-soon-control-public-beach-closures-in-south-texas-2000579061,Gizmodo.com,0.0
Maine,Exclusive: Rand Paul Tries to Organize Republican Senators Against Trump’s Tariffs,https://time.com/7269118/trump-tariffs-republicans-rand-paul/,Time,-0.2
Texas,"In Texas, Christian right grows confident and assertive...",https://www.texastribune.org/2025/03/17/texas-christian-nationalists-legislature-school/,The Texas Tribune,0.8
North Carolina,DNC reports record February grassroots fundraising haul,https://abcnews.go.com/Politics/dnc-reports-record-february-grassroots-fundraising-haul/story?id=119998328,ABC News,-0.5
Texas,Texas’s GOP Governor Can Arbitrarily Deny Democrats a Seat in Congress Until Next Year,https://theintercept.com/2025/03/21/texas-greg-abbott-house-democrats-special-election/,The Intercept,-0.4
Massachusetts,How Conor McGregor Could Become President of Ireland,https://biztoc.com/x/fdb0f2eb7c4ae1ff,Biztoc.com,0.5
Utah,Donald Trump Seeking a 3rd Term Triggers Blowup on '2 Angry Men' Podcast,https://www.tmz.com/2025/03/21/2-angry-men-trump-third-term-jason-chaffetz/,TMZ,0.5
New York,Election integrity win: New York's top court slams door on noncitizen voting,https://www.theblaze.com/news/election-integrity-win-new-york-s-top-court-slams-door-on-noncitizen-voting,TheBlaze,0.5
Virginia,"A VA rescue effort saved 15,000 veterans' homes. Some in Congress want to scrap it",https://www.npr.org/2025/03/22/nx-s1-5335611/veterans-va-home-loan-mortgage,NPR,-0.5
Nebraska,Rep. Mike Flood of Nebraska is the latest GOP member of Congress to face angry crowds back home,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_f62bca30-381a-4d90-8f92-09fea952a92f,Yahoo Entertainment,0.2
Idaho,Judge says dismantling of USAID was unconstitutional,https://abcnews.go.com/Politics/judge-dismantling-usaid-unconstitutional-orders-musk-restore-access/story?id=119923733,ABC News,-0.5
North Carolina,DNC launches billboards asking public to demand town halls from GOP representatives,https://abcnews.go.com/Politics/democrats-launch-billboards-public-demand-town-halls-gop/story?id=119954813,ABC News,-0.5
New York,Trump administration extends deadline for NYC to end congestion pricing,https://abcnews.go.com/US/trump-administration-extends-nyc-congestion-pricing-deadline/story?id=119997692,ABC News,0.0
Wyoming,Republican grilled about DOGE at town hall: 'Where is this fraud?',https://abcnews.go.com/Politics/wyoming-rep-harriet-hageman-grilled-town-hall-doge/story?id=120026153,ABC News,0.5
Idaho,USAID Funding Saved Millions of Children’s Lives. Recent Cuts Put It in Jeopardy,https://www.scientificamerican.com/article/usaid-funding-saved-millions-of-childrens-lives-recent-cuts-put-it-in/,Scientific American,-0.5
Idaho,Judge says Musk and DOGE ‘likely violated’ constitution in USAID shutdown,https://www.aljazeera.com/news/2025/3/19/judge-says-musk-and-doge-likely-violated-constitution-in-usaid-shutdown,Al Jazeera English,0.0
California,Wetzel: Why the sky has not fallen in NCAA hoops,https://www.espn.com/college-sports/story/_/id/44307793/nil-era-great-hoops-coaches-finding-way,ESPN,0.0
North Carolina,Wetzel: Why the sky has not fallen in NCAA hoops,https://www.espn.com/college-sports/story/_/id/44307793/nil-era-great-hoops-coaches-finding-way,ESPN,0.0
Delaware,Delaware is trying to make nice again with corporations after Elon Musk's exit,https://www.businessinsider.com/delaware-corporations-elon-musk-tesla-exit-business-climate-2025-3,Business Insider,0.0
New Mexico,New Mexico Bill Would Provide ‘Turquoise’ Safety Alert When Native Americans Go Missing. Here’s What That Means,https://time.com/7270518/new-mexico-bill-turquoise-safety-alert-missing-native-americans/,Time,-0.5
Washington,WATCH: Dog goes viral for cuddling,https://abcnews.go.com/GMA/Culture/video/dog-viral-cuddling-119828414,ABC News,0.0
Virginia,Former US Attorney found dead in Virginia,https://abcnews.go.com/US/former-us-attorney-jessica-aber-found-dead-virginia/story?id=120064277,ABC News,0.0
Washington,"Crypto-friendly stablecoin legislation is poised to pass the US Senate with support from some pro-crypto Democratic Senators, including Kirsten Gillibrand (Steven T. Dennis/Bloomberg)",https://www.techmeme.com/250320/p12,Techmeme.com,0.0
Georgia,Democratic Senators helping Trump's strongest Senate allies repeal Section 230 could give the Trump administration unprecedented power to control online speech (Mike Masnick/Techdirt),https://www.techmeme.com/250322/p17,Techmeme.com,-0.5
Massachusetts,Democratic Senators helping Trump's strongest Senate allies repeal Section 230 could give the Trump administration unprecedented power to control online speech (Mike Masnick/Techdirt),https://www.techmeme.com/250322/p17,Techmeme.com,-0.5
Minnesota,MAGA Republican Resigns After Being Charged With Soliciting Sex From a Minor,http://www.rollingstone.com/politics/politics-news/maga-republican-justin-eichorn-resigns-sex-crime-charge-1235300530/,Rolling Stone,-0.5
Georgia,MAGA Republican Resigns After Being Charged With Soliciting Sex From a Minor,http://www.rollingstone.com/politics/politics-news/maga-republican-justin-eichorn-resigns-sex-crime-charge-1235300530/,Rolling Stone,-0.5
Massachusetts,MAGA Republican Resigns After Being Charged With Soliciting Sex From a Minor,http://www.rollingstone.com/politics/politics-news/maga-republican-justin-eichorn-resigns-sex-crime-charge-1235300530/,Rolling Stone,-0.5
Maryland,'We Were Caught By Surprise': Glenn Ivey Says Schumer Blindsided House Democrats With CR Support,https://www.forbes.com/sites/forbestv/2025/03/21/we-were-caught-by-surprise-glenn-ivey-says-schumer-blindsided-house-democrats-with-cr-support/,Forbes,-0.2
Washington,WATCH: Australian teen runs 200-meter dash in under 20 seconds,https://abcnews.go.com/International/video/australian-teen-runs-200-meter-dash-20-seconds-119865639,ABC News,0.0
Ohio,Ohio Lawmakers Target Voter-Approved Cannabis Legalization,https://www.forbes.com/sites/ajherrington/2025/03/17/ohio-lawmakers-target-voter-approved-cannabis-legalization/,Forbes,0.5
New York,Laying duck,https://languagelog.ldc.upenn.edu/nll/?p=68630,Upenn.edu,0.5
New York,New York Senators Chuck Schumer and Kirsten Gillibrand Vote to Prevent a Government Shutdown But Incur Wrath of House Democrats,https://www.vanityfair.com/news/story/ny-schumer-gillibrand-incur-wrath-house-democrats,Vanity Fair,-0.2
North Dakota,North Dakota Senate Passes Crypto ATM Bill to Create Licensing Regime,https://www.coindesk.com/policy/2025/03/19/north-dakota-senate-passes-crypto-atm-bill-to-create-licensing-regime,CoinDesk,0.2
Florida,House Bill to Build Trump’s Bitcoin Reserve Has One Major Difference,https://biztoc.com/x/0a37c6c5adabb951,Biztoc.com,0.7
Minnesota,Republican Behind “Trump Derangement Bill” Accused of Soliciting Minor,https://newrepublic.com/post/192890/republican-trump-derangement-bill-arrested-soliciting-minor,The New Republic,-0.8
Minnesota,Minnesota Senate Republicans will move to expel Sen. Eichorn,https://www.cbsnews.com/minnesota/news/minnesota-senate-republicans-motion-to-expel-eichorn/,CBS News,0.1
Texas,"Texas Senate passes bill to ban THC products, supporters warn of its danger",https://www.statesman.com/story/news/politics/state/2025/03/20/texas-thc-ban-senate-bill-sb-3-passes/82546537007/,Austin American-Statesman,0.5
New York,A big threat to the gambling world was on full display at one of the industry's top conferences,https://www.businessinsider.com/online-gambling-conference-next-summit-takeaways-ai-predictions-sweepstakes-2025-3,Business Insider,0.0
Massachusetts,EU Commission finds that Google Search and Play Store fail to comply with the Digital Markets Act,https://www.androidcentral.com/apps-software/eu-commission-finds-that-google-search-and-play-store-fail-to-comply-with-dma,Android Central,0.0
Idaho,Idaho Considers Legislation To Force Bible Into Classrooms,https://www.forbes.com/sites/petergreene/2025/03/17/idaho-considers-legislation-to-force-bible-into-classrooms/,Forbes,1.0
Massachusetts,"News Weekly: Pixel 9a is here, EU Commission gives Google heat, One UI 7 gets a launch date, and more",https://www.androidcentral.com/phones/google-pixel/news-weekly-march-22-2025,Android Central,0.0
Tennessee,GOP Lawmaker Pushes Plan For Every Trump Executive Order To Become Legislation,https://crooksandliars.com/2025/03/gop-lawmaker-pushes-plan-every-trump,Crooksandliars.com,0.5
Arkansas,Arkansas governor signs legislation allowing executions by nitrogen gas,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_f875f0af-d4cc-4bf1-8e28-b9bf09a213e5,Yahoo Entertainment,0.5
Colorado,This Week In Techdirt History: March 16th – 22nd,https://www.techdirt.com/2025/03/22/this-week-in-techdirt-history-march-16th-22nd/,Techdirt,0.0
Idaho,This Week In Techdirt History: March 16th – 22nd,https://www.techdirt.com/2025/03/22/this-week-in-techdirt-history-march-16th-22nd/,Techdirt,0.0
Iowa,Hungary passes law banning Pride events in new assault on LGBTQIA+ rights,https://www.abc.net.au/news/2025-03-19/hungary-parliament-bans-pride-events/105068980,ABC News (AU),1.0
New Jersey,Johnson & Johnson is the latest pharma giant to court Trump with new investment plans,https://qz.com/johnson-johnson-55-billion-trump-1851771642,Quartz India,0.5
Tennessee,GOP lawmaker pushes plan for every Trump executive order to become legislation,https://www.rawstory.com/trump-executive-orders-legislation/,Raw Story,0.5
Illinois,Blue State Democrats Take Another Crack At Putting Gov’t In Driver Seat Of Americans’ Cars,https://dailycaller.com/2025/03/17/illinois-drivers-unpopular-mileage-road-tax/,The Daily Caller,-0.5
Minnesota,Prince And Bob Dylan Tunes May Become Official Minnesota State Songs,https://www.forbes.com/sites/timlammers/2025/03/14/prince-and-bob-dylan-tunes-may-become-official-minnesota-state-songs/,Forbes,0.0
Florida,Bill Lowering Minimum Age for Rifle Purchases Passes FL House Committee,https://www.breitbart.com/politics/2025/03/15/bill-lowering-minimum-age-rifle-purchases-passes-fl-house-committee/,Breitbart News,0.8
New York,Gov. Hochul is pushing a last-minute mask ban in state budget talks,https://gothamist.com/news/gov-hochul-is-pushing-a-last-minute-subway-mask-ban-in-state-budget-talks,Gothamist,-0.5
Colorado,Gov. Hochul is pushing a last-minute mask ban in state budget talks,https://gothamist.com/news/gov-hochul-is-pushing-a-last-minute-subway-mask-ban-in-state-budget-talks,Gothamist,-0.5
Idaho,Gov. Hochul is pushing a last-minute mask ban in state budget talks,https://gothamist.com/news/gov-hochul-is-pushing-a-last-minute-subway-mask-ban-in-state-budget-talks,Gothamist,-0.5
Georgia,Georgia GOP looks to pass religious freedom bill that advocates say will harm marginalized groups,https://www.advocate.com/politics/georgia-gop-religious-freedom-bill,Advocate.com,0.5
New York,"‘NYT Mini’ Clues And Answers For Monday, March 17",https://www.forbes.com/sites/paultassi/2025/03/16/nyt-mini-clues-and-answers-for-monday-march-17/,Forbes,0.0
Florida,3 States Weigh Changes to Presidential Search Processes,https://www.insidehighered.com/news/governance/executive-leadership/2025/03/17/three-states-weigh-changes-presidential-search,Inside Higher Ed,0.0
Utah,3 States Weigh Changes to Presidential Search Processes,https://www.insidehighered.com/news/governance/executive-leadership/2025/03/17/three-states-weigh-changes-presidential-search,Inside Higher Ed,0.0
Washington,3 States Weigh Changes to Presidential Search Processes,https://www.insidehighered.com/news/governance/executive-leadership/2025/03/17/three-states-weigh-changes-presidential-search,Inside Higher Ed,0.0
California,Florida is now a solar superpower. Here’s how it happened.,http://grist.org/energy/florida-is-now-a-solar-superpower-heres-how-it-happened/,Grist,-0.5
Florida,Florida is now a solar superpower. Here’s how it happened.,http://grist.org/energy/florida-is-now-a-solar-superpower-heres-how-it-happened/,Grist,-0.5
Illinois,"WATCH: Despite Flood of Opposition, Homeschool Act Advances Out of Committee",https://www.dailysignal.com/2025/03/19/watch-despite-flood-of-opposition-homeschool-act-advances-out-of-committee/,Daily Signal,0.5
Arkansas,"WATCH: Despite Flood of Opposition, Homeschool Act Advances Out of Committee",https://www.dailysignal.com/2025/03/19/watch-despite-flood-of-opposition-homeschool-act-advances-out-of-committee/,Daily Signal,0.5
Washington,"WATCH: Despite Flood of Opposition, Homeschool Act Advances Out of Committee",https://www.dailysignal.com/2025/03/19/watch-despite-flood-of-opposition-homeschool-act-advances-out-of-committee/,Daily Signal,0.5
Oklahoma,"Oklahoma Debates How to Fight ESG, Amid AG-Treasurer Clash",https://www.dailysignal.com/2025/03/21/oklahoma-debates-how-to-fight-esg-amid-ag-treasurer-clash/,Daily Signal,1.0
